159,"9.c","ViV","ném1K","1/1",1,4
160,"9.a","BaS","an2K","9.c-1/6",1,1
160,"9.b","BaS","an2K","9.c-1/6",1,1
160,"9.c","BaS","an2K","9.c-1/6",1,1
160,"9.a","BaS","an2K","9.c-1/6",1,2
160,"9.b","BaS","an2K","9.c-1/6",1,2
160,"9.c","BaS","an2K","9.c-1/6",1,2
160,"9.a","BaS","an2K","9.c-1/6",3,2
160,"9.b","BaS","an2K","9.c-1/6",3,2
160,"9.c","BaS","an2K","9.c-1/6",3,2
160,"9.a","BaS","an2K","8.c-1/2",2,6
160,"9.b","BaS","an2K","8.c-1/2",2,6
160,"9.c","BaS","an2K","8.c-1/2",2,6
161,"9.a","ElK","an2K","2/4 inf",1,1
161,"9.b","ElK","an2K","2/4 inf",1,1
161,"9.c","ElK","an2K","2/4 inf",1,1
161,"9.a","ElK","an2K","2/4 inf",1,2
161,"9.b","ElK","an2K","2/4 inf",1,2
161,"9.c","ElK","an2K","2/4 inf",1,2
161,"9.a","ElK","an2K","2/4 inf",3,2
161,"9.b","ElK","an2K","2/4 inf",3,2
161,"9.c","ElK","an2K","2/4 inf",3,2
161,"9.a","ElK","an2K","1/7",2,6
161,"9.b","ElK","an2K","1/7",2,6
161,"9.c","ElK","an2K","1/7",2,6
162,"9.a","HaH","ném2K","2/1",1,1
162,"9.b","HaH","ném2K","2/1",1,1
162,"9.c","HaH","ném2K","2/1",1,1
162,"9.a","HaH","ném2K","2/1",1,2
162,"9.b","HaH","ném2K","2/1",1,2
162,"9.c","HaH","ném2K","2/1",1,2
162,"9.a","HaH","ném2K","7.a-0/2",3,2
162,"9.b","HaH","ném2K","7.a-0/2",3,2
162,"9.c","HaH","ném2K","7.a-0/2",3,2
162,"9.a","HaH","ném2K","1/1",2,6
162,"9.b","HaH","ném2K","1/1",2,6
162,"9.c","HaH","ném2K","1/1",2,6
163,"9.a","ViV","ném2K","1/7",1,1
163,"9.b","ViV","ném2K","1/7",1,1
163,"9.c","ViV","ném2K","1/7",1,1
163,"9.a","ViV","ném2K","1/7",1,2
163,"9.b","ViV","ném2K","1/7",1,2
163,"9.c","ViV","ném2K","1/7",1,2
163,"9.a","ViV","ném2K","1/1",3,2
163,"9.b","ViV","ném2K","1/1",3,2
163,"9.c","ViV","ném2K","1/1",3,2
163,"9.a","ViV","ném2K","9.a-1/3",2,6
163,"9.b","ViV","ném2K","9.a-1/3",2,6
163,"9.c","ViV","ném2K","9.a-1/3",2,6
164,"9.a","BoK","spaK","0/5",1,1
164,"9.b","BoK","spaK","0/5",1,1
164,"9.c","BoK","spaK","0/5",1,1
164,"9.a","BoK","spaK","0/5",1,2
164,"9.b","BoK","spaK","0/5",1,2
164,"9.c","BoK","spaK","0/5",1,2
164,"9.a","BoK","spaK","8.c-1/2",3,2
164,"9.b","BoK","spaK","8.c-1/2",3,2
164,"9.c","BoK","spaK","8.c-1/2",3,2
164,"9.a","BoK","spaK","9.c-1/6",2,6
164,"9.b","BoK","spaK","9.c-1/6",2,6
164,"9.c","BoK","spaK","9.c-1/6",2,6
165,"9.a","BuI","spaK","9.b-1/5",1,1
165,"9.b","BuI","spaK","9.b-1/5",1,1
165,"9.c","BuI","spaK","9.b-1/5",1,1
165,"9.a","BuI","spaK","9.b-1/5",1,2
165,"9.b","BuI","spaK","9.b-1/5",1,2
165,"9.c","BuI","spaK","9.b-1/5",1,2
165,"9.a","BuI","spaK","9.a-1/3",3,2
165,"9.b","BuI","spaK","9.a-1/3",3,2
165,"9.c","BuI","spaK","9.a-1/3",3,2
